time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1994-02-12T22:12:10.300Z,34.292,-118.535,9.324,2.59,ml,0,28.9,,0.263,ci,ci3151566,2016-02-12T04:54:50.405Z,"4km NW of Granada Hills, California",earthquake,,0.238,,24,reviewed,ci,ci
1994-02-12T15:10:30.450Z,34.315,-118.543,2.333,2.85,ml,0,26.1,,0.31,ci,ci3151517,2016-02-11T21:21:30.528Z,"6km NW of Granada Hills, California",earthquake,,0.117,,50,reviewed,ci,ci
1994-02-12T02:50:01.710Z,34.278,-118.567,8.879,2.57,ml,0,31.4,,0.328,ci,ci3151403,2016-02-12T04:54:42.014Z,"4km NE of Chatsworth, California",earthquake,,0.284,,22,reviewed,ci,ci
1994-02-11T15:52:49.190Z,34.401,-118.775,10.228,3.1,ml,0,29.4,,0.264,ci,ci3151303,2016-02-12T09:43:23.767Z,"2km SE of Piru, California",earthquake,,0.312,,23,reviewed,ci,ci
1994-02-11T14:08:33.830Z,34.341,-118.485,6.479,2.5,mh,0,80.2,,0.152,ci,ci3151453,2016-02-12T02:27:43.688Z,"8km NW of Pacoima, California",earthquake,,1.136,,0,reviewed,ci,ci
1994-02-11T14:07:53.070Z,34.335,-118.484,4.404,3.69,ml,0,19.5,,0.299,ci,ci3151277,2016-02-12T07:16:58.214Z,"7km NW of Pacoima, California",earthquake,,0.069,,53,reviewed,ci,ci
1994-02-11T06:41:13.880Z,34.312,-118.447,4.755,2.79,ml,0,30.5,,0.306,ci,ci3151199,2016-02-12T02:27:37.396Z,"3km NNW of Pacoima, California",earthquake,,0.104,,29,reviewed,ci,ci
1994-02-11T00:53:37.110Z,34.371,-118.509,1.72,2.93,ml,0,27.6,,0.334,ci,ci3151159,2016-02-12T14:56:15.467Z,"5km S of Santa Clarita, California",earthquake,,0.113,,52,reviewed,ci,ci
1994-02-10T15:35:27.300Z,34.401,-118.612,1.665,2.57,ml,0,30.1,,0.285,ci,ci3151037,2016-02-13T08:42:37.695Z,"7km SSW of Valencia, California",earthquake,,0.089,,24,reviewed,ci,ci
1994-02-10T11:16:12.270Z,34.376,-118.494,0.85,3.45,ml,0,21.9,,0.321,ci,ci3151009,2016-02-12T09:43:13.299Z,"5km SSE of Santa Clarita, California",earthquake,,0.167,,30,reviewed,ci,ci
1994-02-10T09:47:51.380Z,34.326,-118.641,7.323,2.52,ml,0,35.3,,0.241,ci,ci3150991,2016-02-11T23:55:17.840Z,"8km NNW of Chatsworth, California",earthquake,,0.265,,24,reviewed,ci,ci
1994-02-10T07:43:07.080Z,34.367,-118.502,2.338,3.33,ml,0,28,,0.318,ci,ci3150980,2016-02-11T21:21:08.114Z,"6km S of Santa Clarita, California",earthquake,,0.088,,55,reviewed,ci,ci
1994-02-10T06:45:25.620Z,34.367,-118.505,2.518,2.52,ml,0,24.9,,0.316,ci,ci3150963,2016-02-12T17:30:20.786Z,"6km S of Santa Clarita, California",earthquake,,0.087,,26,reviewed,ci,ci
1994-02-10T04:19:26.020Z,34.237,-118.62,20.024,2.5,ml,0,34.1,,0.289,ci,ci3150936,2016-02-12T14:56:07.642Z,"3km SW of Chatsworth, California",earthquake,,0.184,,27,reviewed,ci,ci
1994-02-09T21:52:45.850Z,34.371,-118.606,11.205,2.62,ml,0,22.3,,0.228,ci,ci3150872,2016-02-13T08:42:26.640Z,"10km SSW of Valencia, California",earthquake,,0.194,,23,reviewed,ci,ci
1994-02-08T14:23:55.500Z,34.358,-118.731,11.568,2.72,ml,0,27.2,,0.466,ci,ci3150570,2016-02-13T03:40:58.063Z,"9km SE of Piru, California",earthquake,,0.176,,27,reviewed,ci,ci
1994-02-08T11:16:05.770Z,34.341,-118.538,4.444,2.94,ml,0,20.1,,0.288,ci,ci3150555,2016-02-12T22:35:10.567Z,"8km NNW of Granada Hills, California",earthquake,,0.054,,21,reviewed,ci,ci
